timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2025-04-11 00:48:00,112.8600,112.8600,112.6600,112.7000,13875.93,1744332539999,1564316.319800,1298,4537.56,511546.510200,0
2025-04-11 00:49:00,112.7000,112.7600,112.5600,112.5700,16048.73,1744332599999,1808145.306400,1479,5270.91,593953.670600,0
2025-04-11 00:50:00,112.5600,112.6200,112.4300,112.5100,28144.24,1744332659999,3166688.283100,2118,9442.81,1062425.234300,0
2025-04-11 00:51:00,112.5100,112.6100,112.4600,112.4600,18919.21,1744332719999,2129462.783100,1378,6119.00,688628.800600,0
2025-04-11 00:52:00,112.4600,112.4700,112.3100,112.4400,13277.52,1744332779999,1492200.190800,1499,5221.10,586788.323300,0
2025-04-11 00:53:00,112.4500,112.5600,112.4300,112.5500,15713.54,1744332839999,1767812.693800,1216,6031.24,678482.402200,0
2025-04-11 00:54:00,112.5400,112.5700,112.4000,112.4400,18490.81,1744332899999,2079746.568800,1632,6310.13,709763.934900,0
2025-04-11 00:55:00,112.4300,112.5400,112.3100,112.3900,18523.53,1744332959999,2083353.203500,1828,7016.67,789175.875000,0
2025-04-11 00:56:00,112.3900,112.3900,112.1900,112.2900,36739.94,1744333019999,4125333.437500,2483,15321.65,1720252.338100,0
2025-04-11 00:57:00,112.3000,112.3400,112.1500,112.1800,17748.27,1744333079999,1991738.997700,1620,8779.92,985305.230500,0
2025-04-11 00:58:00,112.1700,112.2600,112.1600,112.2300,17040.01,1744333139999,1912220.398000,1282,7356.16,825501.079100,0
2025-04-11 00:59:00,112.2200,112.2800,112.0900,112.2100,42140.86,1744333199999,4727644.195500,2428,15631.98,1753700.993700,0
2025-04-11 01:00:00,112.2100,112.4200,112.1500,112.3100,29483.72,1744333259999,3310740.264300,2689,11759.78,1320357.792300,0
2025-04-11 01:01:00,112.3000,112.3000,112.2000,112.2600,16347.76,1744333319999,1835100.298800,1573,7184.64,806449.926300,0
2025-04-11 01:02:00,112.2600,112.4400,112.2000,112.4300,17285.99,1744333379999,1941916.395900,1467,10534.04,1183206.466200,0
2025-04-11 01:03:00,112.4200,112.4200,112.1700,112.3200,25484.24,1744333439999,2861464.481100,1994,5916.61,664230.327700,0
2025-04-11 01:04:00,112.3100,112.3500,112.2000,112.2500,10814.19,1744333499999,1214224.323600,1101,4233.91,475349.071700,0
2025-04-11 01:05:00,112.2500,112.4400,112.2400,112.4300,9423.41,1744333559999,1058791.001400,1030,4219.50,474083.570000,0
2025-04-11 01:06:00,112.4300,112.5000,112.2700,112.5000,14164.20,1744333619999,1591734.734600,1281,8027.07,902065.570600,0
2025-04-11 01:07:00,112.5000,112.6800,112.4700,112.6600,27497.01,1744333679999,3094675.731000,1776,22505.49,2532976.227500,0
2025-04-11 01:08:00,112.6700,112.6900,112.5700,112.6300,9869.30,1744333739999,1111487.727800,932,4777.97,538075.328500,0
2025-04-11 01:09:00,112.6300,112.6500,112.4900,112.5100,8763.15,1744333799999,986588.953600,980,4531.34,510117.955900,0
2025-04-11 01:10:00,112.5100,112.6000,112.4500,112.6000,8722.29,1744333859999,981551.365900,940,6562.98,738582.617500,0
2025-04-11 01:11:00,112.6000,112.9200,112.6000,112.8500,22273.11,1744333919999,2512420.184400,1804,18208.43,2054084.649400,0
2025-04-11 01:12:00,112.8500,112.8600,112.6700,112.6800,8370.12,1744333979999,943950.552000,1023,3848.91,434023.023800,0
2025-04-11 01:13:00,112.6700,112.7400,112.5800,112.5800,6508.59,1744334039999,733327.737200,853,2138.51,240978.222300,0
2025-04-11 01:14:00,112.5800,112.7300,112.5600,112.7300,6961.30,1744334099999,784078.023700,604,5114.29,576070.689600,0
2025-04-11 01:15:00,112.7300,112.8900,112.7200,112.8700,10819.71,1744334159999,1220570.513600,1028,7740.65,873229.577900,0
2025-04-11 01:16:00,112.8700,112.9300,112.8000,112.9100,10307.19,1744334219999,1163396.874000,1106,6175.48,697019.675700,0
2025-04-11 01:17:00,112.9000,112.9200,112.7400,112.7800,7146.50,1744334279999,806157.455600,909,2867.13,323411.060900,0
2025-04-11 01:18:00,112.7700,113.0500,112.7500,113.0000,15195.73,1744334339999,1716927.664200,1610,9029.62,1020223.609800,0
2025-04-11 01:19:00,113.0000,113.1600,112.9400,113.1100,13882.87,1744334399999,1570020.453100,1584,9146.35,1034353.706700,0
2025-04-11 01:20:00,113.1100,113.1400,113.0000,113.0400,10510.34,1744334459999,1188395.709500,1189,5368.88,607066.584000,0
2025-04-11 01:21:00,113.0400,113.0400,112.8900,112.9400,6867.56,1744334519999,775641.567900,950,3791.30,428166.894600,0
2025-04-11 01:22:00,112.9400,113.1100,112.8800,113.0200,7974.84,1744334579999,901241.696300,1102,3658.01,413393.689100,0
2025-04-11 01:23:00,113.0200,113.0300,112.8500,112.8500,6870.45,1744334639999,775934.384100,929,3292.77,371896.554200,0
2025-04-11 01:24:00,112.8500,112.9900,112.8200,112.9500,5321.14,1744334699999,600606.202700,774,2200.56,248415.633100,0
2025-04-11 01:25:00,112.9500,113.0600,112.9200,113.0100,19243.33,1744334759999,2174548.980200,1268,7251.98,819498.490300,0
2025-04-11 01:26:00,113.0100,113.1100,112.9800,113.0100,8825.87,1744334819999,997630.024900,915,5953.76,673014.304900,0
2025-04-11 01:27:00,113.0100,113.0100,112.8900,112.9400,5944.54,1744334879999,671328.793400,728,3527.62,398372.422200,0
2025-04-11 01:28:00,112.9400,113.0500,112.9400,112.9800,4877.58,1744334939999,551228.794800,691,1867.91,211092.332400,0
2025-04-11 01:29:00,112.9700,113.0700,112.9700,113.0000,6569.18,1744334999999,742413.266200,605,2746.33,310382.659000,0
2025-04-11 01:30:00,113.0000,113.0900,112.9400,113.0900,17471.30,1744335059999,1974675.232900,1217,13302.22,1503471.238600,0
2025-04-11 01:31:00,113.0900,113.2000,112.9000,113.1400,19520.20,1744335119999,2206214.967200,1853,9125.99,1031689.592000,0
2025-04-11 01:32:00,113.1300,113.6400,113.0800,113.4400,87883.87,1744335179999,9968595.473300,5812,64670.86,7335943.336000,0
2025-04-11 01:33:00,113.4300,113.8600,113.3300,113.8000,46058.28,1744335239999,5234543.645800,3864,25795.32,2932188.852400,0
2025-04-11 01:34:00,113.8000,113.8100,113.5000,113.5400,24205.34,1744335299999,2750307.412700,2168,13335.68,1515171.454600,0
2025-04-11 01:35:00,113.5500,113.7100,113.5300,113.5400,15492.45,1744335359999,1760253.677100,1794,7233.00,821877.292700,0
2025-04-11 01:36:00,113.5400,113.7100,113.5200,113.6600,17144.73,1744335419999,1947961.392700,1720,10708.01,1216692.100200,0
2025-04-11 01:37:00,113.6600,113.6900,113.4900,113.5000,12526.74,1744335479999,1422874.530100,1230,5828.63,662062.899700,0
2025-04-11 01:38:00,113.5000,113.5700,113.3600,113.3600,12717.81,1744335539999,1443025.680800,1380,6131.59,695735.856200,0
2025-04-11 01:39:00,113.3600,113.3700,113.3000,113.3000,11179.24,1744335599999,1266923.764800,1092,4405.45,499284.513200,0
2025-04-11 01:40:00,113.3100,113.3600,113.2700,113.3400,11189.68,1744335659999,1268073.160000,1032,6640.01,752500.691900,0
2025-04-11 01:41:00,113.3300,113.4700,113.2600,113.3200,10225.24,1744335719999,1159011.692500,1160,4587.18,519989.260000,0
2025-04-11 01:42:00,113.3100,113.3200,112.9400,112.9800,71243.32,1744335779999,8056545.571000,4123,18810.93,2126602.393800,0
2025-04-11 01:43:00,112.9700,113.0900,112.9500,113.0400,12505.88,1744335839999,1413471.347600,1133,7683.46,868470.448100,0
2025-04-11 01:44:00,113.0400,113.1000,113.0200,113.0900,7443.53,1744335899999,841576.468700,804,3091.35,349528.718500,0
2025-04-11 01:45:00,113.0900,113.1800,113.0400,113.0400,8149.84,1744335959999,921879.247700,1217,3791.73,428924.617200,0
2025-04-11 01:46:00,113.0400,113.1200,112.9800,113.0300,5652.64,1744336019999,638944.701800,823,3282.27,371007.159100,0
2025-04-11 01:47:00,113.0400,113.5400,113.0400,113.5400,14386.36,1744336079999,1630452.881300,1729,9897.96,1121848.607600,0
2025-04-11 01:48:00,113.5500,113.6300,113.4100,113.4500,13051.80,1744336139999,1481597.546500,1562,6912.50,784605.252300,0
2025-04-11 01:49:00,113.4400,113.4800,113.3900,113.4200,11785.71,1744336199999,1336857.296700,964,6106.05,692611.165200,0
2025-04-11 01:50:00,113.4200,113.5500,113.3700,113.5100,10591.00,1744336259999,1201469.827600,1217,6101.59,692164.476600,0
2025-04-11 01:51:00,113.5000,114.0800,113.5000,114.0300,62366.19,1744336319999,7100605.476500,6117,43381.51,4939374.655500,0
2025-04-11 01:52:00,114.0300,114.1700,113.8800,113.9200,39462.42,1744336379999,4499405.077000,2917,25556.83,2913983.782000,0
2025-04-11 01:53:00,113.9200,114.0000,113.8000,113.8400,22172.44,1744336439999,2525545.173400,1478,14290.75,1627861.416700,0
2025-04-11 01:54:00,113.8300,113.9200,113.7200,113.7200,14466.49,1744336499999,1646824.456100,1446,5333.78,607316.167000,0
2025-04-11 01:55:00,113.7300,113.8300,113.7000,113.7400,14227.15,1744336559999,1618376.332700,1330,7859.17,894027.952700,0
2025-04-11 01:56:00,113.7500,114.0200,113.7500,114.0000,13229.31,1744336619999,1506683.881600,1445,10441.92,1189288.206000,0
2025-04-11 01:57:00,113.9900,114.0400,113.8800,113.8800,17085.94,1744336679999,1947625.749500,1429,8979.86,1023735.891800,0
2025-04-11 01:58:00,113.8800,114.1300,113.8800,114.0300,22347.34,1744336739999,2547754.111300,1684,12756.06,1454286.588100,0
2025-04-11 01:59:00,114.0300,114.1600,113.9700,114.1100,21749.99,1744336799999,2481443.482500,1694,15001.28,1711451.187800,0
2025-04-11 02:00:00,114.1100,114.2700,113.8900,113.9400,52616.93,1744336859999,6004221.493400,3864,21557.97,2460445.359400,0
2025-04-11 02:01:00,113.9300,114.0700,113.9200,113.9200,13200.84,1744336919999,1504853.208300,1498,6333.59,722061.247600,0
2025-04-11 02:02:00,113.9100,113.9800,113.8100,113.8100,12889.79,1744336979999,1468232.221400,1366,5281.32,601558.649900,0
2025-04-11 02:03:00,113.8200,113.9500,113.7700,113.9100,15675.88,1744337039999,1785095.867300,1472,6788.96,773089.307000,0
2025-04-11 02:04:00,113.9000,113.9100,113.7800,113.8000,19936.87,1744337099999,2269485.541900,1485,7014.70,798524.032800,0
2025-04-11 02:05:00,113.8000,113.8900,113.7100,113.8500,14627.30,1744337159999,1664284.946600,1345,5587.78,635822.167300,0
2025-04-11 02:06:00,113.8500,113.8500,113.6600,113.6600,12835.41,1744337219999,1460303.115600,1830,6152.13,700091.860600,0
2025-04-11 02:07:00,113.6600,113.7800,113.6200,113.6500,7765.46,1744337279999,882871.109300,1144,4117.86,468206.798900,0
2025-04-11 02:08:00,113.6500,113.9000,113.6500,113.9000,10682.08,1744337339999,1216051.038800,1224,7689.45,875398.948100,0
2025-04-11 02:09:00,113.9000,113.9400,113.8100,113.8200,12397.88,1744337399999,1412068.440100,1176,9195.16,1047296.072400,0
2025-04-11 02:10:00,113.8300,113.9800,113.8200,113.9700,4325.59,1744337459999,492617.230400,955,2452.10,279248.807000,0
2025-04-11 02:11:00,113.9700,114.1000,113.9100,113.9400,11577.31,1744337519999,1319886.009100,1566,4671.82,532691.268500,0
2025-04-11 02:12:00,113.9400,114.0200,113.7400,113.7600,13233.84,1744337579999,1506960.551400,1409,6561.24,747208.793700,0
2025-04-11 02:13:00,113.7700,113.9400,113.7600,113.9300,5891.34,1744337639999,670844.513400,1294,2986.74,340063.017800,0
2025-04-11 02:14:00,113.9300,114.0600,113.9300,113.9900,6940.96,1744337699999,791203.936600,890,3430.81,391071.053300,0
2025-04-11 02:15:00,113.9800,114.0000,113.9000,113.9900,5774.90,1744337759999,658134.043400,1064,2243.44,255668.595200,0
2025-04-11 02:16:00,113.9900,113.9900,113.6800,113.7200,9967.11,1744337819999,1134373.646600,1009,4336.45,493423.812000,0
2025-04-11 02:17:00,113.7100,113.8100,113.7100,113.7400,11558.98,1744337879999,1314745.738400,1021,3543.84,403122.955600,0
2025-04-11 02:18:00,113.7400,113.9400,113.7400,113.8600,11563.13,1744337939999,1316844.847700,984,8539.99,972542.322900,0
2025-04-11 02:19:00,113.8500,114.0300,113.8500,114.0000,5186.53,1744337999999,591203.613600,839,3718.41,423836.604200,0
2025-04-11 02:20:00,114.0100,114.0300,113.8800,113.9100,7511.03,1744338059999,855984.154900,832,5182.42,590636.121800,0
2025-04-11 02:21:00,113.9200,114.0500,113.9200,114.0100,12892.25,1744338119999,1469565.219700,944,9425.32,1074364.517200,0
2025-04-11 02:22:00,114.0100,114.1900,114.0100,114.0400,20226.81,1744338179999,2308044.896200,1701,14018.35,1599591.592000,0
2025-04-11 02:23:00,114.0300,114.1900,113.9900,114.1600,15134.50,1744338239999,1726625.018600,1150,9217.02,1051599.247000,0
2025-04-11 02:24:00,114.1500,114.3700,114.1500,114.3200,25049.63,1744338299999,2862113.096900,1926,18376.91,2099764.356100,0
2025-04-11 02:25:00,114.3300,114.4700,114.3000,114.4600,27376.71,1744338359999,3131743.469100,2353,16657.59,1905439.657000,0
2025-04-11 02:26:00,114.4500,114.7000,114.4200,114.6500,43981.36,1744338419999,5039514.337700,3349,30216.18,3462404.295300,0
2025-04-11 02:27:00,114.6400,115.2500,114.6300,115.1200,115004.57,1744338479999,13215839.254000,7409,92756.28,10658951.736800,0
2025-04-11 02:28:00,115.1200,115.3000,115.1100,115.2400,46777.14,1744338539999,5387918.099900,5150,28868.13,3325354.336400,0
2025-04-11 02:29:00,115.2300,115.2400,115.0000,115.0600,20808.64,1744338599999,2395176.133400,2823,8640.84,994619.074900,0
2025-04-11 02:30:00,115.0600,115.3800,115.0600,115.3200,39735.25,1744338659999,4580568.545700,2879,22953.45,2645848.542700,0
2025-04-11 02:31:00,115.3100,115.4600,115.2200,115.2300,35211.47,1744338719999,4062119.426500,2974,24946.02,2878098.191900,0
2025-04-11 02:32:00,115.2400,115.4900,115.2000,115.4200,40381.64,1744338779999,4657743.050300,2815,22167.58,2556343.441700,0
2025-04-11 02:33:00,115.4200,115.5000,115.0300,115.0900,29828.78,1744338839999,3436859.665200,3381,9985.94,1151126.593200,0
2025-04-11 02:34:00,115.0800,115.1400,114.9500,114.9800,19269.13,1744338899999,2216793.702400,1769,5954.04,684986.284000,0
2025-04-11 02:35:00,114.9900,115.0200,114.7300,114.7600,19480.57,1744338959999,2238088.899500,1975,6891.45,791906.035100,0
2025-04-11 02:36:00,114.7600,114.7900,114.6000,114.7100,38816.24,1744339019999,4450868.984500,2335,6983.77,800917.173800,0
2025-04-11 02:37:00,114.7000,114.7300,114.4500,114.6600,32954.57,1744339079999,3776067.836800,2415,10599.61,1214588.193000,0
2025-04-11 02:38:00,114.6500,114.7200,114.5000,114.5900,11854.06,1744339139999,1358745.339600,1325,4619.82,529634.642900,0
2025-04-11 02:39:00,114.5900,114.7000,114.5600,114.5700,12487.27,1744339199999,1431389.212900,1065,7473.53,856728.364600,0
2025-04-11 02:40:00,114.5700,114.5800,114.4100,114.4500,5946.65,1744339259999,680661.385900,1050,2097.59,240075.565800,0
2025-04-11 02:41:00,114.4400,114.5000,114.3800,114.4800,10405.32,1744339319999,1190636.149600,1181,4712.23,539227.274400,0
2025-04-11 02:42:00,114.4800,114.4900,114.3200,114.4300,10250.64,1744339379999,1172689.884400,1027,4129.97,472434.256600,0
2025-04-11 02:43:00,114.4400,114.4400,114.3100,114.3100,9427.00,1744339439999,1078096.991700,1107,3633.81,415591.267000,0
2025-04-11 02:44:00,114.3200,114.4100,114.3000,114.3900,6788.78,1744339499999,776253.115600,976,3689.44,421878.996900,0
2025-04-11 02:45:00,114.4000,114.5700,114.3700,114.5300,13876.21,1744339559999,1588548.013500,1349,7783.52,891036.871300,0
2025-04-11 02:46:00,114.5200,114.7000,114.4400,114.6300,19464.84,1744339619999,2229915.012900,1583,8792.76,1007782.618800,0
2025-04-11 02:47:00,114.6300,114.7500,114.4800,114.5900,7433.08,1744339679999,851918.637300,1064,2659.84,304857.052600,0
2025-04-11 02:48:00,114.5800,114.5900,114.4600,114.5700,9095.57,1744339739999,1041685.581400,974,3386.40,387860.661300,0
2025-04-11 02:49:00,114.5700,114.7000,114.5200,114.6900,7802.79,1744339799999,894179.863200,1036,3403.94,390133.676400,0
2025-04-11 02:50:00,114.6900,114.7100,114.4600,114.5200,19561.37,1744339859999,2240992.116700,1420,6695.56,767363.522200,0
2025-04-11 02:51:00,114.5100,114.5600,114.4000,114.5100,14729.91,1744339919999,1686334.364700,1292,9752.13,1116467.480100,0
2025-04-11 02:52:00,114.5000,114.5000,114.2900,114.3600,27007.82,1744339979999,3088849.579900,2012,3347.82,382868.103300,0
2025-04-11 02:53:00,114.3700,114.3700,114.2600,114.3000,12753.87,1744340039999,1457887.864900,1659,3478.84,397702.927600,0
2025-04-11 02:54:00,114.3000,114.3300,114.2100,114.2100,12099.05,1744340099999,1382321.110100,1136,4225.42,482832.758500,0
2025-04-11 02:55:00,114.2100,114.2500,114.1500,114.1900,9497.32,1744340159999,1084638.818900,1004,4348.29,496616.195000,0
2025-04-11 02:56:00,114.2000,114.2200,114.0800,114.1900,17896.77,1744340219999,2042667.261700,1527,3739.06,426763.950700,0
2025-04-11 02:57:00,114.2000,114.3800,114.1400,114.3500,11625.59,1744340279999,1328649.204600,1265,5087.81,581561.170300,0
2025-04-11 02:58:00,114.3600,114.3600,114.2200,114.2200,5806.07,1744340339999,663599.651500,834,3359.86,384006.272800,0
2025-04-11 02:59:00,114.2100,114.3800,114.2100,114.3100,6769.55,1744340399999,774017.773300,861,3654.09,417807.782800,0
2025-04-11 03:00:00,114.3100,114.5100,114.3000,114.5000,17182.34,1744340459999,1965878.814800,1583,11320.28,1295261.192400,0
2025-04-11 03:01:00,114.4900,114.6100,114.4600,114.6100,10765.22,1744340519999,1233200.590500,1335,4773.31,546823.472500,0
2025-04-11 03:02:00,114.6000,114.8300,114.6000,114.6400,15413.83,1744340579999,1768800.141800,1724,8499.44,975373.521800,0
2025-04-11 03:03:00,114.6400,114.6900,114.5000,114.6400,9070.20,1744340639999,1039462.943400,1234,5914.18,677743.845600,0
2025-04-11 03:04:00,114.6500,114.7800,114.6400,114.7600,9217.21,1744340699999,1057237.797300,928,6039.40,692746.692700,0
2025-04-11 03:05:00,114.7600,114.9100,114.7600,114.8700,11456.81,1744340759999,1315903.087500,1930,6036.77,693407.501700,0
2025-04-11 03:06:00,114.8700,114.9100,114.8600,114.8900,6676.99,1744340819999,767048.920000,845,4132.42,474738.491600,0
2025-04-11 03:07:00,114.8900,114.9000,114.7000,114.8100,13605.98,1744340879999,1561447.122800,1450,4933.32,566143.291600,0
2025-04-11 03:08:00,114.8000,114.8000,114.6500,114.7900,9215.51,1744340939999,1057232.888700,1132,4145.63,475619.629300,0
2025-04-11 03:09:00,114.7800,114.8500,114.6000,114.7000,41380.37,1744340999999,4747595.868200,2373,9712.50,1114062.093800,0
2025-04-11 03:10:00,114.7000,114.8000,114.6500,114.6900,8357.86,1744341059999,958815.391000,1066,3451.10,395906.178600,0
2025-04-11 03:11:00,114.6900,114.8200,114.6300,114.7800,13538.06,1744341119999,1553163.157500,1380,8969.07,1028984.661400,0
2025-04-11 03:12:00,114.7900,114.8600,114.6400,114.8600,8989.25,1744341179999,1031581.059800,1097,5480.46,628979.356500,0
2025-04-11 03:13:00,114.8600,114.8700,114.7100,114.7700,5155.90,1744341239999,591793.162100,775,2304.64,264500.225300,0
2025-04-11 03:14:00,114.7700,114.8400,114.7100,114.8000,8062.37,1744341299999,925377.828300,886,3409.41,391350.121000,0
2025-04-11 03:15:00,114.8100,114.9300,114.7600,114.8700,12788.62,1744341359999,1468990.502500,1439,8597.88,987620.210500,0
2025-04-11 03:16:00,114.8800,114.9000,114.7100,114.7800,7833.30,1744341419999,899182.394200,1175,3341.49,383584.952900,0
2025-04-11 03:17:00,114.7800,114.8400,114.6800,114.7900,7862.63,1744341479999,902417.197300,1011,5593.69,641985.096400,0
2025-04-11 03:18:00,114.7900,115.3200,114.7900,115.3000,34199.39,1744341539999,3935881.704800,2900,27327.44,3144682.073200,0
2025-04-11 03:19:00,115.3100,115.4200,115.2800,115.3200,18702.08,1744341599999,2157316.553300,1690,12549.61,1447654.442600,0
2025-04-11 03:20:00,115.3100,115.3700,114.9900,115.0600,36353.11,1744341659999,4184621.959300,2288,5601.73,645232.927900,0
2025-04-11 03:21:00,115.0500,115.3200,114.9500,115.3200,14695.99,1744341719999,1691375.981900,1677,6841.36,787403.081200,0
2025-04-11 03:22:00,115.3200,115.3200,115.0900,115.1300,10426.94,1744341779999,1200963.535600,1713,3793.35,436907.138600,0
2025-04-11 03:23:00,115.1300,115.3400,115.0900,115.2600,19909.69,1744341839999,2293557.619600,1880,9269.31,1067892.455300,0
2025-04-11 03:24:00,115.2600,115.2900,115.1800,115.2300,6410.10,1744341899999,738553.245600,886,3233.13,372492.201500,0
2025-04-11 03:25:00,115.2200,115.3500,115.2000,115.2400,7504.35,1744341959999,865071.564100,1129,2739.74,315795.515600,0
2025-04-11 03:26:00,115.2400,115.3000,115.2000,115.2600,8880.23,1744342019999,1023464.277500,1009,4319.64,497844.415000,0
2025-04-11 03:27:00,115.2600,115.4900,115.2500,115.4200,40978.62,1744342079999,4729027.522400,2483,30747.56,3548429.305100,0
2025-04-11 03:28:00,115.4200,115.4200,115.3200,115.3500,9599.49,1744342139999,1107466.933100,888,6034.74,696169.765700,0
2025-04-11 03:29:00,115.3400,115.3700,115.2800,115.3500,9375.16,1744342199999,1081276.500100,1104,4160.21,479821.613600,0
2025-04-11 03:30:00,115.3600,115.4600,115.2600,115.3400,15487.52,1744342259999,1786290.227400,1482,3434.68,396219.533400,0
2025-04-11 03:31:00,115.3400,115.3500,115.2400,115.2600,16382.49,1744342319999,1888686.108700,1325,5942.04,685065.820700,0
2025-04-11 03:32:00,115.2600,115.3900,115.2500,115.3600,15446.46,1744342379999,1781278.141700,1206,3831.32,441808.230300,0
